productCode,marketCountry,period,quantity
F7000,Singapore,2026-03,400
F7000,Singapore,2026-04,387
F7000,Singapore,2026-05,393
F7000,Singapore,2026-06,399
F7000,Singapore,2026-07,374
B5502,Vietnam,2024-08,638
B5502,Vietnam,2024-09,622
B5502,Vietnam,2024-10,592
B5502,Vietnam,2024-11,622
B5502,Vietnam,2024-12,639
B5502,Vietnam,2025-01,644
B5502,Vietnam,2025-02,693
B5502,Vietnam,2025-03,701
B5502,Vietnam,2025-04,740
B5502,Vietnam,2025-05,709
B5502,Vietnam,2025-06,694
B5502,Vietnam,2025-07,666
B5502,Vietnam,2025-08,672
B5502,Vietnam,2025-09,636
B5502,Vietnam,2025-10,620
B5502,Vietnam,2025-11,642
B5502,Vietnam,2025-12,669
B5502,Vietnam,2026-01,680
B5502,Vietnam,2026-02,718
B5502,Vietnam,2026-03,776
B5502,Vietnam,2026-04,775
B5502,Vietnam,2026-05,787
B5502,Vietnam,2026-06,763
B5502,Vietnam,2026-07,705
B5502,Indonesia,2024-08,537
B5502,Indonesia,2024-09,548
B5502,Indonesia,2024-10,513
B5502,Indonesia,2024-11,540
B5502,Indonesia,2024-12,571
B5502,Indonesia,2025-01,578
B5502,Indonesia,2025-02,610
B5502,Indonesia,2025-03,646
B5502,Indonesia,2025-04,642
B5502,Indonesia,2025-05,647
B5502,Indonesia,2025-06,640
B5502,Indonesia,2025-07,589
B5502,Indonesia,2025-08,583
B5502,Indonesia,2025-09,571
B5502,Indonesia,2025-10,571
B5502,Indonesia,2025-11,566
B5502,Indonesia,2025-12,600
B5502,Indonesia,2026-01,599
B5502,Indonesia,2026-02,635
B5502,Indonesia,2026-03,673
B5502,Indonesia,2026-04,693
B5502,Indonesia,2026-05,662
B5502,Indonesia,2026-06,671
B5502,Indonesia,2026-07,631
B5502,Thailand,2024-08,444
B5502,Thailand,2024-09,435
B5502,Thailand,2024-10,440
B5502,Thailand,2024-11,453
B5502,Thailand,2024-12,452
B5502,Thailand,2025-01,486
B5502,Thailand,2025-02,505
B5502,Thailand,2025-03,534
B5502,Thailand,2025-04,539
B5502,Thailand,2025-05,527
B5502,Thailand,2025-06,537
B5502,Thailand,2025-07,487
B5502,Thailand,2025-08,490
B5502,Thailand,2025-09,472
B5502,Thailand,2025-10,452
B5502,Thailand,2025-11,468
B5502,Thailand,2025-12,475
B5502,Thailand,2026-01,503
B5502,Thailand,2026-02,534
B5502,Thailand,2026-03,566
B5502,Thailand,2026-04,550
B5502,Thailand,2026-05,547
B5502,Thailand,2026-06,533
B5502,Thailand,2026-07,521
B5502,Malaysia,2024-08,429
B5502,Malaysia,2024-09,425
B5502,Malaysia,2024-10,422
B5502,Malaysia,2024-11,418
B5502,Malaysia,2024-12,436
B5502,Malaysia,2025-01,469
B5502,Malaysia,2025-02,473
B5502,Malaysia,2025-03,485
B5502,Malaysia,2025-04,497
B5502,Malaysia,2025-05,517
B5502,Malaysia,2025-06,488
B5502,Malaysia,2025-07,478
B5502,Malaysia,2025-08,445
B5502,Malaysia,2025-09,436
B5502,Malaysia,2025-10,443
B5502,Malaysia,2025-11,438
B5502,Malaysia,2025-12,458
B5502,Malaysia,2026-01,486
B5502,Malaysia,2026-02,490
B5502,Malaysia,2026-03,514
B5502,Malaysia,2026-04,529
B5502,Malaysia,2026-05,529
B5502,Malaysia,2026-06,512
B5502,Malaysia,2026-07,503
B5502,Singapore,2024-08,294
B5502,Singapore,2024-09,276
B5502,Singapore,2024-10,279
B5502,Singapore,2024-11,287
B5502,Singapore,2024-12,286
B5502,Singapore,2025-01,303
B5502,Singapore,2025-02,325
B5502,Singapore,2025-03,323
B5502,Singapore,2025-04,342
B5502,Singapore,2025-05,334
B5502,Singapore,2025-06,320
B5502,Singapore,2025-07,309
B5502,Singapore,2025-08,310
B5502,Singapore,2025-09,286
B5502,Singapore,2025-10,286
B5502,Singapore,2025-11,296
B5502,Singapore,2025-12,301
B5502,Singapore,2026-01,325
B5502,Singapore,2026-02,338
B5502,Singapore,2026-03,358
B5502,Singapore,2026-04,349
B5502,Singapore,2026-05,363
B5502,Singapore,2026-06,353
B5502,Singapore,2026-07,325
R3840,Vietnam,2024-08,456
R3840,Vietnam,2024-09,447
R3840,Vietnam,2024-10,432
R3840,Vietnam,2024-11,438
R3840,Vietnam,2024-12,464
R3840,Vietnam,2025-01,470
R3840,Vietnam,2025-02,488
R3840,Vietnam,2025-03,517
R3840,Vietnam,2025-04,521
R3840,Vietnam,2025-05,518
R3840,Vietnam,2025-06,520
R3840,Vietnam,2025-07,501
R3840,Vietnam,2025-08,474
R3840,Vietnam,2025-09,456
R3840,Vietnam,2025-10,443
R3840,Vietnam,2025-11,452
R3840,Vietnam,2025-12,488
R3840,Vietnam,2026-01,486
R3840,Vietnam,2026-02,524
R3840,Vietnam,2026-03,547
R3840,Vietnam,2026-04,565
R3840,Vietnam,2026-05,563
R3840,Vietnam,2026-06,545
R3840,Vietnam,2026-07,536
R3840,Indonesia,2024-08,408
R3840,Indonesia,2024-09,393
R3840,Indonesia,2024-10,374
R3840,Indonesia,2024-11,394
R3840,Indonesia,2024-12,408
R3840,Indonesia,2025-01,413
R3840,Indonesia,2025-02,436
R3840,Indonesia,2025-03,471
R3840,Indonesia,2025-04,466
R3840,Indonesia,2025-05,456
R3840,Indonesia,2025-06,457
R3840,Indonesia,2025-07,448
R3840,Indonesia,2025-08,417
R3840,Indonesia,2025-09,408
R3840,Indonesia,2025-10,409
R3840,Indonesia,2025-11,404
R3840,Indonesia,2025-12,429
R3840,Indonesia,2026-01,437
R3840,Indonesia,2026-02,454
R3840,Indonesia,2026-03,489
R3840,Indonesia,2026-04,506
R3840,Indonesia,2026-05,498
R3840,Indonesia,2026-06,490
R3840,Indonesia,2026-07,472
R3840,Thailand,2024-08,333
R3840,Thailand,2024-09,320
R3840,Thailand,2024-10,324
R3840,Thailand,2024-11,320
R3840,Thailand,2024-12,339
R3840,Thailand,2025-01,357
R3840,Thailand,2025-02,357
R3840,Thailand,2025-03,384
R3840,Thailand,2025-04,381
R3840,Thailand,2025-05,377
R3840,Thailand,2025-06,380
R3840,Thailand,2025-07,365
R3840,Thailand,2025-08,346
R3840,Thailand,2025-09,332
R3840,Thailand,2025-10,324
R3840,Thailand,2025-11,330
R3840,Thailand,2025-12,349
R3840,Thailand,2026-01,355
R3840,Thailand,2026-02,381
R3840,Thailand,2026-03,400
R3840,Thailand,2026-04,412
R3840,Thailand,2026-05,411
R3840,Thailand,2026-06,399
R3840,Thailand,2026-07,374
R3840,Malaysia,2024-08,320
R3840,Malaysia,2024-09,300
R3840,Malaysia,2024-10,298
R3840,Malaysia,2024-11,295
R3840,Malaysia,2024-12,321
R3840,Malaysia,2025-01,325
R3840,Malaysia,2025-02,348
R3840,Malaysia,2025-03,354
R3840,Malaysia,2025-04,373
R3840,Malaysia,2025-05,364
R3840,Malaysia,2025-06,349
R3840,Malaysia,2025-07,336
R3840,Malaysia,2025-08,332
R3840,Malaysia,2025-09,325
R3840,Malaysia,2025-10,307
R3840,Malaysia,2025-11,310
R3840,Malaysia,2025-12,327
R3840,Malaysia,2026-01,343
R3840,Malaysia,2026-02,368
R3840,Malaysia,2026-03,368
R3840,Malaysia,2026-04,379
R3840,Malaysia,2026-05,380
R3840,Malaysia,2026-06,385
R3840,Malaysia,2026-07,361
R3840,Singapore,2024-08,211
R3840,Singapore,2024-09,206
R3840,Singapore,2024-10,193
R3840,Singapore,2024-11,203
R3840,Singapore,2024-12,215
R3840,Singapore,2025-01,216
R3840,Singapore,2025-02,230
R3840,Singapore,2025-03,243
R3840,Singapore,2025-04,241
R3840,Singapore,2025-05,250
R3840,Singapore,2025-06,241
R3840,Singapore,2025-07,231
R3840,Singapore,2025-08,219
R3840,Singapore,2025-09,215
R3840,Singapore,2025-10,215
R3840,Singapore,2025-11,213
R3840,Singapore,2025-12,225
R3840,Singapore,2026-01,225
