productCode,marketCountry,signalDate,marketPricePerUnit,currency,source,reliabilityScore,trend,percentageChange
H110MA,Thailand,2025-04-15,999,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-2.0
H110MA,Thailand,2025-05-15,979,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-2.0
H110MA,Thailand,2025-06-15,964,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.5
H110MA,Thailand,2025-07-15,954,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.0
H110MA,Thailand,2025-08-15,949,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,-0.5
H110MA,Thailand,2025-09-15,974,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,2.6
H110MA,Thailand,2025-10-15,964,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.0
H110MA,Thailand,2025-11-15,954,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.0
H110MA,Thailand,2025-12-15,949,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,-0.5
H110MA,Thailand,2026-01-15,969,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,2.1
H110MA,Thailand,2026-02-15,1069,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,10.3
H110MA,Thailand,2026-03-15,1169,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,9.4
H110MA,Thailand,2026-04-15,1149,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.7
H110MA,Thailand,2026-05-15,1179,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,2.6
H110MA,Thailand,2026-06-15,1219,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,3.4
H110MA,Thailand,2026-07-15,1239,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,1.6
H110MA,Malaysia,2025-02-15,992,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,0.0
H110MA,Malaysia,2025-03-15,997,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,0.5
H110MA,Malaysia,2025-04-15,977,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-2.0
H110MA,Malaysia,2025-05-15,957,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-2.0
H110MA,Malaysia,2025-06-15,942,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.6
H110MA,Malaysia,2025-07-15,932,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.1
H110MA,Malaysia,2025-08-15,927,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,-0.5
H110MA,Malaysia,2025-09-15,952,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,2.7
H110MA,Malaysia,2025-10-15,942,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.1
H110MA,Malaysia,2025-11-15,932,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.1
H110MA,Malaysia,2025-12-15,927,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,-0.5
H110MA,Malaysia,2026-01-15,947,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,2.2
H110MA,Malaysia,2026-02-15,1047,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,10.6
H110MA,Malaysia,2026-03-15,1147,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,9.6
H110MA,Malaysia,2026-04-15,1127,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.7
H110MA,Malaysia,2026-05-15,1157,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,2.7
H110MA,Malaysia,2026-06-15,1197,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,3.5
H110MA,Malaysia,2026-07-15,1217,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,1.7
H110MA,Singapore,2025-02-15,1055,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,0.0
H110MA,Singapore,2025-03-15,1060,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,0.5
H110MA,Singapore,2025-04-15,1040,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.9
H110MA,Singapore,2025-05-15,1020,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.9
H110MA,Singapore,2025-06-15,1005,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.5
H110MA,Singapore,2025-07-15,995,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,-1.0
H110MA,Singapore,2025-08-15,990,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,-0.5
H110MA,Singapore,2025-09-15,1015,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,2.5
H110MA,Singapore,2025-10-15,1005,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,-1.0
H110MA,Singapore,2025-11-15,995,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,-1.0
H110MA,Singapore,2025-12-15,990,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,-0.5
H110MA,Singapore,2026-01-15,1010,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,2.0
H110MA,Singapore,2026-02-15,1110,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,9.9
H110MA,Singapore,2026-03-15,1210,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,9.0
H110MA,Singapore,2026-04-15,1190,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.7
H110MA,Singapore,2026-05-15,1220,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,2.5
H110MA,Singapore,2026-06-15,1260,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,3.3
H110MA,Singapore,2026-07-15,1280,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,1.6
T1000,Vietnam,2025-02-15,1014,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,0.0
T1000,Vietnam,2025-03-15,1019,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,0.5
T1000,Vietnam,2025-04-15,999,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-2.0
T1000,Vietnam,2025-05-15,979,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-2.0
T1000,Vietnam,2025-06-15,964,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.5
T1000,Vietnam,2025-07-15,954,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.0
T1000,Vietnam,2025-08-15,949,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,-0.5
T1000,Vietnam,2025-09-15,974,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,2.6
T1000,Vietnam,2025-10-15,964,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.0
T1000,Vietnam,2025-11-15,954,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.0
T1000,Vietnam,2025-12-15,949,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,-0.5
T1000,Vietnam,2026-01-15,969,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,2.1
T1000,Vietnam,2026-02-15,1069,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,10.3
T1000,Vietnam,2026-03-15,1169,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,9.4
T1000,Vietnam,2026-04-15,1149,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.7
T1000,Vietnam,2026-05-15,1179,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,2.6
T1000,Vietnam,2026-06-15,1219,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,3.4
T1000,Vietnam,2026-07-15,1239,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,1.6
T1000,Indonesia,2025-02-15,1034,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,0.0
T1000,Indonesia,2025-03-15,1039,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,0.5
T1000,Indonesia,2025-04-15,1019,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.9
T1000,Indonesia,2025-05-15,999,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-2.0
T1000,Indonesia,2025-06-15,984,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.5
T1000,Indonesia,2025-07-15,974,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.0
T1000,Indonesia,2025-08-15,969,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,-0.5
T1000,Indonesia,2025-09-15,994,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,2.6
T1000,Indonesia,2025-10-15,984,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.0
T1000,Indonesia,2025-11-15,974,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.0
T1000,Indonesia,2025-12-15,969,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,-0.5
T1000,Indonesia,2026-01-15,989,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,2.1
T1000,Indonesia,2026-02-15,1089,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,10.1
T1000,Indonesia,2026-03-15,1189,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,9.2
T1000,Indonesia,2026-04-15,1169,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.7
T1000,Indonesia,2026-05-15,1199,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,2.6
T1000,Indonesia,2026-06-15,1239,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,3.3
T1000,Indonesia,2026-07-15,1259,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,1.6
T1000,Thailand,2025-02-15,1007,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,0.0
T1000,Thailand,2025-03-15,1012,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,0.5
T1000,Thailand,2025-04-15,992,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-2.0
T1000,Thailand,2025-05-15,972,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-2.0
T1000,Thailand,2025-06-15,957,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.5
T1000,Thailand,2025-07-15,947,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.0
T1000,Thailand,2025-08-15,942,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,-0.5
T1000,Thailand,2025-09-15,967,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,2.7
T1000,Thailand,2025-10-15,957,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.0
T1000,Thailand,2025-11-15,947,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.0
T1000,Thailand,2025-12-15,942,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,-0.5
T1000,Thailand,2026-01-15,962,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,2.1
T1000,Thailand,2026-02-15,1062,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,10.4
T1000,Thailand,2026-03-15,1162,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,9.4
T1000,Thailand,2026-04-15,1142,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.7
T1000,Thailand,2026-05-15,1172,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,2.6
T1000,Thailand,2026-06-15,1212,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,3.4
T1000,Thailand,2026-07-15,1232,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,1.7
T1000,Malaysia,2025-02-15,985,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,0.0
T1000,Malaysia,2025-03-15,990,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,0.5
T1000,Malaysia,2025-04-15,970,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-2.0
T1000,Malaysia,2025-05-15,950,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-2.1
T1000,Malaysia,2025-06-15,935,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.6
T1000,Malaysia,2025-07-15,925,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.1
T1000,Malaysia,2025-08-15,920,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,-0.5
T1000,Malaysia,2025-09-15,945,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,2.7
T1000,Malaysia,2025-10-15,935,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.1
T1000,Malaysia,2025-11-15,925,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.1
T1000,Malaysia,2025-12-15,920,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,-0.5
T1000,Malaysia,2026-01-15,940,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,2.2
T1000,Malaysia,2026-02-15,1040,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,10.6
T1000,Malaysia,2026-03-15,1140,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,9.6
T1000,Malaysia,2026-04-15,1120,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.8
T1000,Malaysia,2026-05-15,1150,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,2.7
T1000,Malaysia,2026-06-15,1190,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,3.5
T1000,Malaysia,2026-07-15,1210,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,1.7
T1000,Singapore,2025-02-15,1042,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,0.0
T1000,Singapore,2025-03-15,1047,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,0.5
T1000,Singapore,2025-04-15,1027,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.9
T1000,Singapore,2025-05-15,1007,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.9
T1000,Singapore,2025-06-15,992,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.5
T1000,Singapore,2025-07-15,982,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.0
T1000,Singapore,2025-08-15,977,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,-0.5
T1000,Singapore,2025-09-15,1002,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,2.6
T1000,Singapore,2025-10-15,992,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,-1.0
T1000,Singapore,2025-11-15,982,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.0
T1000,Singapore,2025-12-15,977,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,-0.5
T1000,Singapore,2026-01-15,997,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,2.0
T1000,Singapore,2026-02-15,1097,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,10.0
T1000,Singapore,2026-03-15,1197,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,9.1
T1000,Singapore,2026-04-15,1177,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.7
T1000,Singapore,2026-05-15,1207,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,2.5
T1000,Singapore,2026-06-15,1247,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,3.3
T1000,Singapore,2026-07-15,1267,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,1.6
K8003,Vietnam,2025-02-15,1100,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,0.0
K8003,Vietnam,2025-03-15,1105,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,0.5
K8003,Vietnam,2025-04-15,1085,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.8
K8003,Vietnam,2025-05-15,1065,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.8
K8003,Vietnam,2025-06-15,1050,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.4
K8003,Vietnam,2025-07-15,1040,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,-1.0
K8003,Vietnam,2025-08-15,1035,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,-0.5
K8003,Vietnam,2025-09-15,1060,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,2.4
K8003,Vietnam,2025-10-15,1050,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,-0.9
K8003,Vietnam,2025-11-15,1040,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,-1.0
K8003,Vietnam,2025-12-15,1035,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,-0.5
K8003,Vietnam,2026-01-15,1055,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,1.9
K8003,Vietnam,2026-02-15,1155,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,9.5
K8003,Vietnam,2026-03-15,1255,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,8.7
K8003,Vietnam,2026-04-15,1235,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.6
K8003,Vietnam,2026-05-15,1265,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,2.4
K8003,Vietnam,2026-06-15,1305,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,3.2
K8003,Vietnam,2026-07-15,1325,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,1.5
K8003,Indonesia,2025-02-15,1112,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,0.0
K8003,Indonesia,2025-03-15,1117,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,0.4
K8003,Indonesia,2025-04-15,1097,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.8
K8003,Indonesia,2025-05-15,1077,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.8
K8003,Indonesia,2025-06-15,1062,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.4
K8003,Indonesia,2025-07-15,1052,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,-0.9
K8003,Indonesia,2025-08-15,1047,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,-0.5
K8003,Indonesia,2025-09-15,1072,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,2.4
K8003,Indonesia,2025-10-15,1062,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,-0.9
K8003,Indonesia,2025-11-15,1052,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,-0.9
K8003,Indonesia,2025-12-15,1047,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,-0.5
K8003,Indonesia,2026-01-15,1067,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,1.9
K8003,Indonesia,2026-02-15,1167,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,9.4
K8003,Indonesia,2026-03-15,1267,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,8.6
K8003,Indonesia,2026-04-15,1247,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.6
K8003,Indonesia,2026-05-15,1277,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,2.4
K8003,Indonesia,2026-06-15,1317,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,3.1
K8003,Indonesia,2026-07-15,1337,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,1.5
K8003,Thailand,2025-02-15,1082,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,0.0
K8003,Thailand,2025-03-15,1087,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,0.5
K8003,Thailand,2025-04-15,1067,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.8
K8003,Thailand,2025-05-15,1047,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.9
K8003,Thailand,2025-06-15,1032,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.4
K8003,Thailand,2025-07-15,1022,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,-1.0
K8003,Thailand,2025-08-15,1017,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,-0.5
K8003,Thailand,2025-09-15,1042,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,2.5
K8003,Thailand,2025-10-15,1032,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,-1.0
K8003,Thailand,2025-11-15,1022,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,-1.0
K8003,Thailand,2025-12-15,1017,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,STABLE,-0.5
K8003,Thailand,2026-01-15,1037,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,2.0
K8003,Thailand,2026-02-15,1137,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,9.6
K8003,Thailand,2026-03-15,1237,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,8.8
K8003,Thailand,2026-04-15,1217,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,DOWN,-1.6
K8003,Thailand,2026-05-15,1247,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,2.5
K8003,Thailand,2026-06-15,1287,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,3.2
K8003,Thailand,2026-07-15,1307,USD,"SEA CFR public reporting (proxy, 2024-2026)",0.9,UP,1.6
